id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,track_id,popularity
70068,I Wanna Stay - DJ Edit,"S3RL, Rob IYF, Krystal",pop,intense,0.96,169.954,0.419,0.609,0.00283,3VUxHYgwgKx2G0Ff1VO0sG,17
70069,Gloria Antichristi,Totenwache,metal,intense,0.976,149.983,0.0642,0.355,5.6e-06,754CFRHbBPArTRahWMzloO,17
70070,In Shrouds Decayed,Triptykon,metal,moody,0.456,118.035,0.037,0.487,0.00663,7FCywPUtOExT6UHSOWjTDg,17
70071,Deeper,Rabbit In The Moon,electronic,intense,0.964,126.001,0.239,0.524,0.0315,4JM83vavkJAsN4jduJIz6F,17
70072,Ruffneck 09,"Ctrl-Z, Freestylers, Navigator",electronic,intense,0.915,134.978,0.368,0.651,0.000331,32kHDuaoARRkNsQCWN5HuL,17
70073,Southside 2018,Technikore,pop,intense,0.829,169.92,0.323,0.616,0.1,4Wd7pj1jSfzlGDGqNdphUe,17
70074,Flashing Lights - S.P.Y. Remix,"Chase & Status, Sub Focus, Takura, Carlos Lima",electronic,intense,0.868,173.971,0.251,0.517,0.000139,5J4wQBy0Dk9GhngXKxzbVF,17
70075,Reclaim [Mix Cut] - Original Mix,"Re-Style, Catscan",pop,intense,0.965,173.909,0.462,0.382,0.0075,0vMG9RCiLlsyjVtfJCUluN,17
70076,Happiness,Freestylers,electronic,intense,0.768,128.005,0.178,0.608,0.000337,0Zp6kGMshx8mSXBwOVa1yf,17
70077,Green Light - Original Mix,The Breakfastaz,electronic,intense,0.927,136.981,0.385,0.622,0.000289,14cWvz8qrYpqE28cOK53Yy,17
70078,Bang Bang,"Dub Pistols, Kitten & The Hip, Barry Ashworth, Bill Borez",electronic,happy,0.626,150.006,0.841,0.728,0.00511,0mjcoTt1PfckDZB2gPREXf,17
70079,Lights (feat. DJ Trashy),Tony Faline,electronic,moody,0.455,134.964,0.0497,0.771,0.000443,72P7i38DWpaPpT7aciv515,17
70080,Set Me Free (feat. Dynamite MC) - Original Mix,"Baymont Bross, Dynamite MC",electronic,energetic,0.87,127.994,0.9,0.76,0.00533,6yx7UbhNCLOaIpaLNJEdPd,17
70081,Drizzle,DJ Fixx,electronic,energetic,0.883,130.033,0.687,0.659,0.000562,0pZPN08QDc6JduVO20HBBF,17
70082,777,Aquasky Vs Masterblaster,electronic,energetic,0.966,136.007,0.905,0.569,0.00132,2QPBB9Vp5ZpcvLgbrnlNCc,17
70083,Clang,Propellerheads,electronic,intense,0.746,107.924,0.2,0.785,0.00173,2wh4ngGfkuRwntZRhHsnTd,17
70084,Canaro in Paris,Solo Tango Orquesta,latin,happy,0.458,144.347,0.668,0.455,0.884,3MRoy5cF7RzT1Siw13nOmD,17
70085,La Bruja,Juan D'Arienzo,latin,happy,0.375,140.428,0.764,0.701,0.97,2M7L6ZcvqvLWexJzwKZRqC,17
70086,La Uva,La Chicana,latin,happy,0.38,111.42,0.521,0.533,0.714,2ZfvKOIRxKS3ssDglE0EfK,17
70087,Cambalache,"Carlos Lombardi, Los Românticos De La Noche",latin,happy,0.312,121.601,0.749,0.576,0.851,2tX7C22uz7efbFODrwmcw4,17
70088,Pero Yo Sé,Adriana Varela,latin,happy,0.324,115.973,0.821,0.538,0.684,7xkJE6IZaG4YAIrSdraqU2,17
70089,Silencio (Remastered 2022),Carlos Gardel,latin,sad,0.125,115.526,0.486,0.726,0.983,3C8UT7tms0t0CGaW3q5dvB,17
70090,La Violetera,Carlos Gardel,latin,happy,0.391,62.639,0.773,0.597,0.995,6Ly9U5z5uVMdj7yBqaNwFn,17
70091,Told You So,Freestylers,electronic,energetic,0.937,101.873,0.91,0.779,0.0762,6rp6jA6hgJ97RIzil9ETzt,17
70092,Check Em,"A.Skillz, Krafty Kuts",electronic,energetic,0.767,95.011,0.937,0.789,0.00224,5SiRYaW7H4xwnbkKBxq56l,17
70093,Thrillseeka - Wild Motherfuckers Remix,"The Stunned Guys, DJ Paul, Wild Motherfuckers",pop,intense,0.986,155.19,0.0454,0.602,0.238,2Uzej6maMDJF5VABNeAP8G,17
70094,Alma,Timoneki,afrobeats,moody,0.62,139.837,0.19,0.522,0.0564,5pTo3l7IMXYguYawzpmjFW,17
70095,Happy Beat,Mandrill,afrobeats,energetic,0.823,107.857,0.812,0.767,0.138,6IriiwxCgBRs9XvGEl5BQa,17
70096,Skaramouche,"São Paulo Ska Jazz, Zem Audu",afrobeats,intense,0.917,101.821,0.394,0.692,0.0379,3nOwK6G0VCRpthKj5Epcuh,17
70097,Don't Go Far,Charlie Cunningham,rock,moody,0.312,80.514,0.228,0.622,0.902,5mslFLg97Oelh0rGpt82yQ,17
70098,Breathe,"Murdock, Goldi Phone Home",electronic,intense,0.924,173.019,0.107,0.643,0.000973,04KFWnc7aEXoddtAaw2Djn,17
70099,Helarctos,Nu:Tone,electronic,moody,0.582,87.002,0.0398,0.595,0.00235,1rz3cohq6tvbnErafhmsei,17
70100,Fontanel,Eartheater,electronic,intense,0.878,120.017,0.209,0.601,0.0379,5OwEDYM68SK0A5o1nz94sM,17
70101,All The Way Up,"Deekline, Specimen A",electronic,intense,0.958,174.088,0.46,0.753,0.0443,5tkGSC7fx7A9AbYKUmt4sg,17
70102,Goin' On A Berry Hunt,Dora The Explorer,pop,energetic,0.734,111.11,0.51,0.885,0.00241,4rRkPX2plBpsPbpKlCl7gk,17
70103,BE MY VALENTINES - REMIX,"Lani Love, KD Da Kid",pop,moody,0.419,80.829,0.375,0.57,0.188,0JCcvHPutoAWei5bEGckEC,17
70104,"6 Variations in G minor for Piano & Violin on ""Hélas, j'ai perdu mon amant"" K.360: Var. II","Wolfgang Amadeus Mozart, Arthur Grumiaux, Walter Klien",classical,sad,0.0891,86.995,0.373,0.336,0.987,5wRTq7QEn6I3pDm8sWYOnX,17
70105,No Mientas,Pablo Valle Sexteto,latin,happy,0.334,137.345,0.909,0.783,0.681,5PiFseWc83v6AzbDmu1rLn,17
70106,Malena,Adriana Varela,latin,sad,0.209,96.268,0.456,0.488,0.808,7ft5LEHDcfMKhWx9809wwX,17
70107,Tal Vez Sera Su Voz,"Lucio Demare, Raúl Berón",latin,relaxed,0.259,122.35,0.632,0.569,0.862,2XvbSOBOPFkYnOsmpADFlf,17
70108,Mary Had A Little Lamb,Dora The Explorer,pop,happy,0.408,76.269,0.799,0.754,0.668,6MZ5ce7eKIaLmuAbhnj38A,17
70109,What It Is,Freddy Fresh,electronic,happy,0.685,127.886,0.884,0.753,0.00376,5La5KVi6MJt8xTqBVvaqAd,17
70110,The Ripper,"Ulterior Motive, Judda",electronic,energetic,0.94,172.071,0.51,0.756,0.00414,37OMW5ejboAKFeqPJunU4h,17
70111,Rats,Mortician,metal,intense,0.88,125.287,0.0364,0.259,0.00327,1NkPFEP9QRdKGJAC3VwQ2g,17
70112,Inspiration,S3RL,pop,intense,0.827,174.92,0.216,0.43,0.00102,4IvCUggIObEzhLcwL1UVlC,17
70113,Weed song,"Tommyknocker, The Braindrillerz, MC Ghost",pop,intense,0.754,95.043,0.309,0.532,0.0199,6T1E8SoRoxLuVvdtGREVY2,17
70114,GG-RAM,"Noisekick, Paranoizer",pop,intense,0.996,112.457,0.36,0.626,0.0582,1jPKn9vmP5ZvXWGhOGRnGF,17
70115,Medi Evil,Joey Riot,pop,intense,0.985,180.636,0.41,0.274,3.33e-05,16z3mipuOFfmSzLVAf04iP,17
70116,HET DEED PIJN,"Noisekick, Paranoizer",pop,energetic,0.967,137.568,0.581,0.451,0.00217,5itiesyKLSZfMcWkk2zGrw,17
70117,Mozart On Crack - Original Mix,S3RL,pop,intense,0.872,175.045,0.302,0.45,2.9e-05,5rlobxY0osZw6QAIXkyw1m,17
70118,2 Step on My Haters,"Cupid, Shirley Murdock",pop,happy,0.588,94.026,0.934,0.88,0.0776,1H0MI5AY0Rt0Uh6mhvazMQ,17
70119,Wash Your Hands,"Blake Rules, Netherfriends",pop,happy,0.4,75.032,0.624,0.778,0.228,7KVQff4bIdHI6X6DX11H4J,17
70120,Come to Win,"That Girl Lay Lay, Tha Slay Gang",pop,moody,0.534,78.184,0.461,0.797,0.00562,30EjuQiAin1BuaHUrHjpF3,17
70121,The Happy Song,Dora The Explorer,pop,happy,0.602,110.936,0.698,0.799,0.327,2l7ZVOcQZWGLclBfZfB8UG,17
70122,Ftc Challenge,Fresh The Clowns,pop,energetic,0.928,159.968,0.577,0.824,0.0218,4sJe3vnsQxwTa9Vt9iw5mq,17
70123,Do The Robot Walk,Dora The Explorer,pop,happy,0.565,112.897,0.729,0.93,0.0475,2Z25qVVPe1JN47jyxiR8pv,17
70124,How Fast (#FTCChallenge),Fresh The Clowns,pop,intense,0.703,145.007,0.453,0.732,0.00379,6T385iw5Pnwt2MKwPEbdbp,17
70125,Blue Zoo Train - Original Version,Choo Choo Soul,pop,relaxed,0.128,92.105,0.515,0.605,0.906,5ryWtuY9LJdqIKQcePENZ3,17
70126,Cafetín de Buenos Aires (with Orquesta Tipica Porteña),"Roberto Goyeneche, Orquesta Tipica Porteña",latin,moody,0.444,103.051,0.441,0.474,0.768,0p36ZWBIIzWLteeyWdiGym,17
70127,Snowblind,"Brownout, Brown Sabbath",afrobeats,intense,0.737,113.957,0.402,0.438,0.00038,4SkXeoVShiJY17DfB1hp4p,17
70128,Live From Tigre Lounge,"Mulatu Astatke, The Heliocentrics",afrobeats,energetic,0.809,132.404,0.872,0.656,0.000881,7znoPLEFkoV16HW4qTSmXz,17
70129,No te creas,Jorge Drexler,afrobeats,energetic,0.803,126.61,0.645,0.623,0.438,00BHbc5GB5d35gsi8IsmZl,17
70130,Fly Birdy Fly - Original Version,Choo Choo Soul,pop,energetic,0.874,94.98,0.828,0.912,0.0328,5hyDNeeNfADT8UzihOjpw4,17
70131,Chester,Tiger Trap,electronic,energetic,0.734,135.931,0.714,0.232,5.97e-05,7aefUMacpQOkLJLAMCjbCI,17
70132,Life,"Sharyn, Triple O",afrobeats,moody,0.565,180.071,0.263,0.666,0.0722,2C68iHWkQU0S8O2F1F0nqy,17
70133,Tierra,La Misa Negra,afrobeats,moody,0.577,120.042,0.193,0.629,0.0259,3UhgLTSdfCO6MCEOnjchNx,17
70134,Plus Plus,The Poets Of Rhythm,afrobeats,energetic,0.722,95.558,0.604,0.723,0.0218,1k3QxdsAYJMstaAV31ssId,17
70135,Together,"Dope Ammo, DJ Rap, Jasmine Knight",electronic,intense,0.903,174.991,0.317,0.59,0.0327,1CneaSMeKCHSXvtY0e6HTK,17
70136,Tear You Down,Brookes Brothers,electronic,intense,0.879,87.012,0.424,0.334,3.14e-05,7G15C9VU0YebvVqAqCVvcf,17
70137,Funereality,Autopsy,metal,moody,0.695,138.164,0.0394,0.229,0.0377,07HZICnFu5NiZfzJcWAP8b,17
70138,Seven Funerals,Despise You,metal,intense,0.979,140.341,0.171,0.21,1.63e-06,4NfgEMURQgmlzXdWq0IPJS,17
70139,My Gabber - Extended Mix,"Scooter, Jebroer",pop,intense,0.931,154.983,0.183,0.636,0.00138,0pZ847DWlbvwFagJumHq8l,17
70140,Hello (Good to Be Back) - Remastered,Scooter,pop,intense,0.997,143.986,0.337,0.448,3.89e-05,1JwKNXswZS2v62EUZekLg4,17
70141,Schizophrenic - Remastered 2019,Rotterdam Terror Corps,pop,intense,0.888,155.011,0.0398,0.623,0.000101,00PHHvUVQ1fbkJbD3Tx5gM,17
70142,442,Morbo y Mambo,afrobeats,intense,0.819,132.005,0.276,0.558,0.000621,2lR5gm2BEy1PFxPSuyTWBU,17
70143,Kyori,Crows in the Rain,folk,sad,0.168,60.071,0.0398,0.393,0.988,5UqiksDCnfm34lZqZSg4Xv,17
70144,The People of the Forest,The Sorcerers,afrobeats,happy,0.548,138.786,0.905,0.86,0.573,7znOiQvrH4BlKqL7asr54l,17
70145,Amazing,Marizu,afrobeats,happy,0.483,133.207,0.523,0.508,0.639,6cPzGLgdF4KW6U4Yr5AdTX,17
70146,Samurai,Nomade Orquestra,afrobeats,moody,0.67,94.01,0.314,0.603,0.504,2N8b6fVhlEfI5jObBLQF8k,17
70147,Want My Love,"Metrik, Elisabeth Troy",electronic,intense,0.74,173.951,0.0392,0.492,0.0158,1Iheu4p4V9Q0NtYGycPj81,17
70148,Salute,"Danny Byrd, GQ",electronic,intense,0.979,174.023,0.402,0.326,0.0011,2kgoaACifswGCqd19y0BCI,17
70149,Flor De Lino,"Aníbal Troilo, Floreal Ruiz",latin,happy,0.373,99.845,0.597,0.5,0.864,4iGJho7dF1IriVyvPP1g9Y,17
70150,Sambadi Didi,Quadro Nuevo,latin,sad,0.292,170.983,0.412,0.525,0.938,20MV2Avs2v1liJjlUXoVnB,17
70151,"6 Variations in G minor for Piano & Violin on ""Hélas, j'ai perdu mon amant"" K.360: Var. VI","Wolfgang Amadeus Mozart, Arthur Grumiaux, Walter Klien",classical,relaxed,0.115,85.384,0.503,0.368,0.985,7rN1USAZLV2lsOT2e3ExHk,17
70152,"8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 4. Variation III","Wolfgang Amadeus Mozart, Danielle Laval",classical,relaxed,0.126,104.928,0.534,0.445,0.984,4pMRE9kTOelvw3JIrRBwqv,17
70153,The Time Is Here At Last - Mitekiss Remix,"Etherwood, Hybrid Minds, Mitekiss",electronic,energetic,0.806,173.991,0.512,0.628,0.175,4dtdLngITdXnwDM92HlO2z,17
70154,Mystery Machine,"Ed Rush, Optical",electronic,moody,0.629,170.045,0.0599,0.81,0.177,3GULFcQLjmCgJNixVdmXtl,17
70155,Thy Radiant Garrote Exposed,Full Of Hell,metal,intense,0.886,96.621,0.105,0.121,7.22e-06,3XTUzlzeuaLlT7ae17pF70,17
70156,What You're Waiting For,"Scooter, Maidwell",pop,intense,0.84,130.071,0.337,0.567,0.0102,2MDsJXHLyeYi0eTLxjioQd,17
70157,Drunk With A Gun - Evil Activities Remix,Endymion,pop,intense,0.922,175.05,0.178,0.44,0.117,5snYGTApxvmtckulUdnHo1,17
70158,Groundhog Day - Extended Mix,Scooter,pop,intense,0.992,154.982,0.1,0.555,0.00131,3mBE6qF7xAtX1d740felqr,17
70159,Before You Go #TiH [Mix Cut] - Original Mix,Tommyknocker,pop,intense,0.982,174.241,0.447,0.426,0.00246,3mUfADjtWU3XnQW2FPtBch,17
70160,Beneath a December Twilight,Hecate Enthroned,metal,intense,0.86,131.587,0.0832,0.204,3.41e-05,5S98MKSX7MJKmLTyvNXdg9,17
70161,Bloodied Yet Unbowed,Primordial,metal,intense,0.827,108.142,0.284,0.226,2.76e-05,3Trr6zejOUebGpiTY3ZF5N,17
70162,Exiles,Mord'a'Stigmata,metal,intense,0.982,131.964,0.0392,0.188,7.33e-05,2jRgjgIPMUbCvWBOVUEDRU,17
70163,Woman of Dark Desires,Marduk,metal,intense,0.972,174.131,0.156,0.11,2.95e-06,1t1trD4LtJ2U3n8dzQAoR2,17
70164,Ultra (Pandemoniac),Watain,metal,intense,0.946,141.006,0.064,0.341,3.32e-06,3hErTEgACWJyUsRDSNQcDE,17
70165,El Corazón al Sur,Eladia Blazquez,latin,moody,0.352,72.28,0.134,0.463,0.878,2YWWcx9y4NzKorQbPtSxBX,17
70166,Long Hair,"That Girl Lay Lay, Tha Slay Gang",pop,moody,0.588,81.031,0.466,0.833,0.0057,14zi5hDntwHO3VjYQfR7kj,17
70167,Hora De Jugar - Time to Play,Basho & Friends,pop,energetic,0.762,113.152,0.962,0.828,0.295,2kAraQ8tWUQFsst7KGawVr,17
70168,Sunrise in El Born,Matt Large,ambient,sad,0.213,68.006,0.145,0.745,0.824,5t2tBZPUmrEKnMaNTpXlXV,17
70169,Children Of The Night - QFX RMX I,"Nakatomi, QFX",pop,energetic,0.925,171.373,0.632,0.672,0.00347,5CDFwzcpO65SS90BrYAViX,17
70170,Sunday Morning,Moodymann,techno,moody,0.595,118.019,0.356,0.63,0.0981,17E7pOkJUrPX6J9DcKTXNW,17
70171,Cold World - Tv Track,Rhumba,pop,moody,0.36,100.026,0.0912,0.725,0.297,6eFF8Giq9SaIIi10A7AcEU,17
70172,Privilege Walls,Desalmado,metal,intense,0.973,115.008,0.357,0.365,1.9e-06,28Gbni4mPffOAxJIpR4n7Y,17
70173,Icon - Shadowfact Remix Radio Edit,"Paul Elstak, Neophyte, Alee",pop,intense,0.751,155.062,0.14,0.546,0.148,408yFDvUGpMUzm8juXLKEH,17
70174,Painted Gray,Despise You,metal,intense,0.969,152.629,0.0842,0.136,4.81e-06,4cJOXXdWdocMBJSdmrRnOU,17
70175,If I Could - Loadstar Remix,"Mefjus, Loadstar",electronic,intense,0.869,171.992,0.101,0.52,0.000609,2puQ7lINjoqlapjNsFjDhk,17
70176,Lunaris,Arkona,metal,intense,0.892,120.081,0.0375,0.301,0.000106,4XeacvPPCoh3siE3kYt6QQ,17
70177,5 Little Monkeys,Jack Hartmann,pop,energetic,0.825,180.334,0.871,0.792,0.463,0iBKiCF0B3UDk0UJ3CJLE5,17
70178,"8 Variations on ""Laat ons juichen"" by C.E. Graaf in G, K.24: 9. Variation VIII: Tempo I","Wolfgang Amadeus Mozart, Danielle Laval",classical,sad,0.0811,112.207,0.454,0.354,0.994,6RYmlLkbx5ZAbOjKDqXEzp,17
70179,"Andante And Five Variations For Piano Duet In G, K.501: Variation 1","Wolfgang Amadeus Mozart, Martha Argerich, Stephen Kovacevich",classical,relaxed,0.127,146.442,0.626,0.392,0.985,4EIJ9YQyQxd3m7qDjfp3WW,17
70180,Real McCoy,State of Mind,electronic,intense,0.899,175.034,0.454,0.527,0.000165,4yVAwzmVAPuBVGiPSJPRXq,17
70181,Darkness Falls,Craft,metal,intense,0.99,181.558,0.186,0.107,4.47e-06,4OAgWmisw29lzun5bfaUeV,17
70182,Feed the Gun,Witchery,metal,intense,0.998,169.939,0.152,0.375,1.26e-05,4FyflphvUqX71jrNDqTg4J,17
70183,Veilburner,Enslaved,metal,intense,0.93,120.038,0.332,0.436,2.12e-06,0VC0DRLD9ZkiWZJFZ3AFL3,17
70184,Invoking the Majestic Throne of Satan,Inquisition,metal,intense,0.962,140.079,0.138,0.204,0.00134,0msv1I9EMsPZ0NK4pcgtEq,17
70185,The Wolfheart (English Version),Månegarm,metal,intense,0.96,105.734,0.179,0.251,2.53e-05,0OI2KyCy0TZnPeLadtl6sI,17
70186,I Was Wrong,Black Tambourine,electronic,energetic,0.933,126.508,0.977,0.499,0.0425,00RTPYo7pvEqHGOyLZWyJu,17
70187,In Perennial Twilight,Warmoon Lord,metal,intense,0.808,159.719,0.0487,0.114,1.62e-06,0P5eb6K1JqpTE2u3qRQSRf,17
70188,Different Groove,Darren Styles,pop,intense,0.98,169.999,0.496,0.576,0.00372,5T5x4t6aUZ4UWvSjycNiYW,17
70189,BazeFaze - SPLT SCND INTERLUDE RMX,"DJ Ruffneck, SPLT SCND",pop,moody,0.57,150.021,0.0382,0.669,0.00562,7LZojmjJG08bwrDncOt9Li,17
70190,I Like to Eat Apples and Bananas,Little Apple Band,pop,relaxed,0.246,76.237,0.72,0.542,0.522,5H5nDFwxzS1Kfduxknrr57,17
70191,Singing to the Sky,"SWARM, ATHRS",electronic,intense,0.984,120.038,0.108,0.47,0.00306,1FQdnxbsSJG2ZO4i30kEJU,17
70192,Neon Karma,Stormlord,metal,energetic,0.951,82.483,0.607,0.397,7.09e-06,5lRxWX6DIUMPtCu5O59dm6,17
70193,Angerfist - Dance With the Wolves - The Sickest Squad-Remix,The Sickest Squad,pop,intense,0.99,180.062,0.166,0.518,0.00183,3oWtCpXKTtdgaAABvVYVsy,17
70194,Krakes sista strid,Månegarm,metal,intense,0.876,140.014,0.332,0.203,9.7e-06,6KQ7xFNoyUdTR12ZtEpIBB,17
70195,Answer Machine,Moodymann,techno,intense,0.888,120.0,0.385,0.672,0.00155,7t3QDBNnVJJTVTN8E6q6Ro,17
70196,"Serenade in G, K.525: 1. Allegro","Wolfgang Amadeus Mozart, I Musici, Pina Carmirelli",classical,relaxed,0.247,139.048,0.62,0.449,0.866,1p8APcNgS5uo54jZOFG9m7,17
70197,Pazhaya Kural,Sujatha,pop,moody,0.343,173.532,0.27,0.325,0.786,1S1Cz1ljjWfZ1yRfFfGxPD,17
70198,Trasnochando,"Miguel Calo, Raul Beron",latin,relaxed,0.13,124.481,0.659,0.66,0.912,1XykaNvsp7ZntubyDKdQNf,17
70199,Caserón de Tejas (feat. Jorge Calandrelli),"Maria Graña, Jorge Calandrelli",latin,sad,0.121,92.64,0.28,0.444,0.968,0Elfdj2gQ0Ib0h49kCKb2R,17
70200,Rakastan enemmän sua kuin ketään ennen,Teemu Roivainen,latin,moody,0.649,183.691,0.417,0.247,0.422,5VrerhWRu30Wffr8UDsl5e,17
70201,Isla de Capri,Alberto Gomez,latin,relaxed,0.12,113.009,0.737,0.511,0.951,7lXfsHwwybFFzRwulxmYwF,17
70202,Stained Materials - Edit,Blackhaine,electronic,moody,0.508,89.417,0.487,0.553,0.0443,3vzdaUwY9ouQ2jyJw5ITff,17
70203,Fantasy World,"Charly Lownoise, Mental Theo",pop,intense,0.93,169.94,0.453,0.425,0.426,39pQVKX7Ys0edhXsxhjCzw,17
70204,Come Running - Original Mix,"Darren Styles, Francis Hill",pop,intense,0.99,170.003,0.211,0.469,8.56e-05,47Uk0ypg3JC198xk52Nh3q,17
70205,Cabulero,Orquesta Color Tango De Roberto Alvarez,latin,sad,0.224,110.998,0.489,0.582,0.635,45b8vMqstjcI1Cybs7XDUO,17
70206,Milonga Sentimental,Mercedes Simone,latin,happy,0.306,93.616,0.734,0.775,0.992,2kxlAkGkl4gptyF2yQI0CU,17
70207,La Yumba,Osvaldo Pugliese,latin,relaxed,0.285,121.288,0.788,0.802,0.865,0tGPciWRMCp1o5P2YlSU79,17
70208,Entre Sueños (with Leopoldo Federico y Su Orquesta),"Julio Sosa, Leopoldo Federico y su Orquesta",latin,happy,0.601,114.599,0.601,0.519,0.841,6EzqzenM8KfZ0zrXBnTv7l,17
70209,Botines Viejos,Ignacio Corsini,latin,happy,0.36,132.247,0.669,0.53,0.974,39sNfGaQUhX5ClaaKlq0qi,17
70210,Che Bandoneón (with Trio Baffa-Berlingieri),"Roberto Goyeneche, Trio Baffa-Berlingieri",latin,moody,0.523,112.197,0.316,0.569,0.772,7qdx4UFe97R1fsiHIUmaVv,17
70211,Adios Pampa Mía,Orquesta Tipica Buenos Aires,latin,relaxed,0.262,122.267,0.521,0.715,0.4,3cLVd6Hwk1ey1CAn5IkHKs,17
70212,Reanimate,A.M.C,electronic,intense,0.99,173.95,0.314,0.53,0.000133,7FhADeacN2vgRDm4OarGaY,17
70213,Homeworld,"Enei, Charli Brix",electronic,intense,0.851,169.971,0.395,0.472,0.00597,06WeZXaeBERxpqbEczjuN3,17
70214,Another Story,Ernest Tubb,country,happy,0.314,198.325,0.726,0.278,0.91,2x4a6Vk7fZ7mIUBJZEGPgI,17
70215,Norges Sorte Himmel,Nordjevel,metal,intense,0.921,124.704,0.0998,0.17,4.52e-06,2irXVa70RYAMtgqP4nqRNU,17
70216,Dödens strand,Månegarm,metal,energetic,0.818,148.159,0.536,0.178,0.000268,2nwRXd3fmil7B1yN6fThYA,17
70217,Hemkomst,Månegarm,metal,moody,0.495,83.219,0.355,0.257,0.617,3GoIUgx16YNmrB1wItuoif,17
70218,Boomshakalaka - 2016 rebuild,"Lenny Dee, Randy, The Sickest Squad",pop,energetic,0.987,99.898,0.542,0.459,5.87e-05,28mktp2ke7d7RfO7JD4GaA,17
70219,Never Fall Asleep,"Evil Activities, DJ Panic",pop,intense,0.979,170.0,0.23,0.446,0.0107,3wMM8cuhbuXo6SwxpkHngK,17
70220,Gladiator - Original Mix,Endymion,pop,intense,0.975,170.002,0.0772,0.425,0.0214,0G5mZVLrNx4zMJKKzgs18k,17
70221,Biomoid,KnightVision,pop,intense,0.74,91.005,0.0546,0.504,9.67e-05,4t6AvmxSkQB7rdNHWmrgj5,17
70222,Nothing to Lose,"The Viper, Neophyte",pop,intense,0.935,172.015,0.182,0.51,0.00416,4nxIKcwIDvxHlhvpnIYBix,17
70223,Jugando jugando,Sexteto Mayor,latin,happy,0.393,102.907,0.688,0.512,0.802,51M9t2S9DA3iiKP7XfsErs,17
70224,Paadilla,Thakara,pop,intense,0.904,114.989,0.453,0.519,0.00151,0BNl09p6bNFvwOql1ieK2i,17
70225,Three Minuets K. 363: No. 2 in B Flat,"Wolfgang Amadeus Mozart, Wiener Mozart Ensemble, Willi Boskovsky",classical,sad,0.027,100.015,0.345,0.542,0.99,75gXoI4xzvMK6yfiEKgmv9,17
70226,Fuga y Misterio/Tangata,Sexteto Mayor,latin,sad,0.183,131.825,0.216,0.388,0.871,2wiXz8o3HyMpCBTbigJmsY,17
70227,Quejas de bandoneón,"Aníbal Troilo, Juan De Dios Filiberto",latin,moody,0.323,120.747,0.436,0.368,0.981,4O47VBxZl31FNqa01xm6Gt,17
70228,Maailmanloppu,Marko Maunuksela,latin,happy,0.681,141.052,0.56,0.605,0.248,65Nsdp5xpJ8GPwNivfQvN5,17
70229,Shadow Sun,Moonspell,metal,intense,0.776,160.105,0.215,0.394,8.43e-05,3QuTjdvO97WyN5N0MzovJA,17
70230,Extinction of Darkness and Light,Inquisition,metal,intense,0.984,129.835,0.0358,0.292,3.51e-05,5IXtD2TsspSRVym4DVgdt8,17
70231,Det Svartner Nå,Darkthrone,metal,intense,0.992,126.17,0.0599,0.288,1.7e-05,5nYxvboEEXpXPxyrUTrtya,17
70232,Omen,The Prodigy,electronic,energetic,0.955,140.013,0.586,0.542,0.00097,2yMKMPK4B51730EaBIO2KD,17
70233,Forgotten Moments,Lenny Dee,pop,intense,0.892,95.491,0.0973,0.607,0.112,0BXCpZGROFB46UeGUiC9FE,17
70234,Criminal,Tommyknocker,pop,intense,0.917,164.045,0.321,0.583,0.0317,1vjAIuP4S2FgoFJdqSwXYV,17
70235,Finally (feat. Reno Ka) - Louie Vega's Dance Ritual Mix,"Terrence Parker, Reno Ka",techno,happy,0.571,122.0,0.556,0.851,0.00295,7CPGeKhhCyKM3cMjGZOvMI,17
70236,Ambiance,"Omar S, John C, L'Renee",techno,happy,0.685,122.002,0.535,0.834,0.00945,0YogiL31adtjX8LqPJp3a7,17
70237,Dust,Weekend Nachos,metal,intense,0.981,91.128,0.21,0.378,1.65e-06,27w8T3kDTwVjEw4vQ7rPUu,17
70238,I Am Very Possessed,Barathrum,metal,intense,0.975,152.543,0.392,0.393,3.13e-05,48L6QXYIwpL3JkrkpYFRTP,17
70239,Romance De Barrio,"Anibal Troilo y su orquesta, Floreal Ruiz",latin,happy,0.5,99.227,0.719,0.494,0.865,0G9uGixvexL5gmZPieUn7Z,17
70240,Barrio De Tango (with Roberto Goyeneche),"Aníbal Troilo Y Su Orquesta Típica, Roberto Goyeneche",latin,happy,0.373,112.903,0.669,0.474,0.79,2VO6kLtHu89dRm4L7KZsuX,17
70241,El Morocho y el Oriental,Adriana Varela,latin,happy,0.373,99.9,0.678,0.703,0.832,420FinHcfJIiCJIsXiYLxv,17
70242,Sacale Punta,Edgardo Donato,latin,happy,0.334,93.028,0.964,0.687,0.978,2A7Cd7hmAhCOnQ1rR3xs7r,17
70243,El Simpático,Juan D'Arienzo,latin,happy,0.501,133.119,0.744,0.651,0.903,0aDorKjbrNpX0fsxVh12ks,17
70244,Piazzolla: Los pajaros perdidos,"Astor Piazzolla, Philippe Jaroussky, Christina Pluhar, L'Arpeggiata",latin,sad,0.13,80.088,0.142,0.383,0.93,7nZu5xIQlEceMFpfQbjK1P,17
70245,Just An Old Man With An Old Song,James Hand,country,happy,0.518,115.731,0.802,0.742,0.431,4HAkZmCuJ4zLqEu6Htgrvh,17
