id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,track_id,popularity
70246,Una Emocion,"Ricardo Tanturi, Enrique Campos",latin,happy,0.369,126.237,0.85,0.594,0.914,6o0k6lVZEEoX0r6NO9tWT5,17
70247,Do You Know The Muffin Man?,Cooltime Kids,pop,happy,0.597,122.996,0.866,0.761,0.282,41oT6zksR8UtOTNI6iR4wh,17
70248,Cliff Burton Suprise,The Tony Danza Tapdance Extravaganza,metal,intense,0.957,139.365,0.278,0.301,8.79e-06,5qZwoi4t4rrkJTduB72iNg,17
70249,Evolved As One,Napalm Death,metal,moody,0.599,118.723,0.356,0.383,1.07e-05,1YsVCsLCb4iahvBgwpLil3,17
70250,One More Rosary,Despise You,metal,energetic,0.955,141.623,0.568,0.299,2.69e-06,4Fs8Wf671YFvDMrEji2Vtu,17
70251,Destined to Fester,Autopsy,metal,intense,0.865,83.908,0.264,0.214,4e-05,3Q4nzc8yrmdovm7wxDELpV,17
70252,Ámbar Violeta,Julieta Laso,latin,moody,0.364,113.59,0.12,0.487,0.404,79ol0IOliD9rUOQ6MBR4Sg,17
70253,I Won't Be Home No More,"Hank Williams, Drifting Cowboys",country,relaxed,0.24,155.189,0.96,0.758,0.813,0P58LEFd7oIDD5Id94r9q3,17
70254,Mars,Vilas Monnappa,techno,intense,0.854,128.009,0.387,0.801,0.00011,5vpiRyIVZf9zTzqvXdEnE4,17
70255,Thank God For The Suffering,Cradle Of Filth,metal,intense,0.976,161.057,0.207,0.381,0.000159,4Xjj5GXm3uQGtkHmmWrLR2,17
70256,Unchained Melody,Floyd Cramer,country,sad,0.172,81.033,0.393,0.427,0.725,4faPBCv5aMcBI4scs5PAI8,17
70257,La yumba,Osvaldo Pugliese,latin,happy,0.405,120.971,0.534,0.664,0.949,3aUTsgII9iDaA4RabiMk9O,17
70258,Barrio de Tango,Aníbal Troilo,latin,happy,0.395,111.107,0.615,0.48,0.88,12c5KG6ZmylL4HBIYkqr9H,17
70259,Mariposita,Otros Aires,latin,moody,0.52,84.993,0.329,0.614,0.648,6xIJ4qXdhHgvmycJ9gVdz8,17
70260,You're the Best Thing That Ever Happened to Me,Ray Price,country,moody,0.365,170.883,0.382,0.24,0.708,4vBDBspUXQQIOZgnEYPVnD,17
70261,Take Me,"George Jones, Tammy Wynette",country,sad,0.174,103.288,0.349,0.366,0.919,14NaO9up1fvbgK5MxvRbht,17
70262,What Am I Doing There,George Jones,country,sad,0.256,114.588,0.315,0.655,0.354,1IjMW45pKqUWrXtNCQ4B2k,17
70263,Keep Those Cards And Letters,"Ernest Tubb, Loretta Lynn",country,happy,0.603,103.567,0.939,0.741,0.641,26z33ypeX22sZVQDqY1PIH,17
70264,Ghost Town,Rose's Pawn Shop,country,happy,0.625,150.01,0.644,0.52,0.0146,2kvCOvGhl1jnUo2aiXs5FB,17
70265,A Farsa: Nojo,Facada,metal,intense,0.919,138.084,0.3,0.341,4.42e-06,5tVktBDUvWM213Q6JS2DEU,17
70266,Fuck You!!!,Autopsy,metal,intense,0.913,114.439,0.337,0.273,3.95e-06,2MS0zxvLekww0UaDEMuIsE,17
70267,Forget,Capitalist Casualties,metal,happy,0.688,88.487,0.595,0.304,7.7e-05,0Nc6Ic5NFse87JDDP2dTJs,17
70268,You're a Fucking Cunt,Anal Cunt,metal,intense,0.988,104.079,0.108,0.351,0.00102,67clciUOAVJ9z6E4MvIJrK,17
70269,Diagnosis,Iron Lung,metal,intense,0.994,70.778,0.0376,0.244,8.43e-05,2CcQSrjcDUvr7U2WQiEdSX,17
70270,Integration,Kenny Larkin,techno,energetic,0.745,124.984,0.854,0.713,0.000159,6j2HQ1kkjgx7y7bEOq4Kgw,17
70271,Time Mo 1,Omar S,techno,moody,0.595,123.99,0.23,0.809,0.000448,6jOtwL07iJplX78FHgzzar,17
70272,Los Muchachos Peronistas,Hugo Del Carril,latin,happy,0.435,119.901,0.754,0.685,0.912,4DDmTL1J7QQVOs2q8MmjQW,17
70273,A Mi No Me Cambia Nadie,Tita Merello,latin,happy,0.365,61.541,0.785,0.479,0.704,22PmZzqYOhzE2uVLAF29XW,17
70274,Mentiras,Osvaldo Pugliese y su Orquesta,latin,relaxed,0.244,113.956,0.532,0.402,0.912,6hp1UeLB6xmpuWjDfcuGj3,17
70275,Romance De Barrio,Aníbal Troilo,latin,happy,0.551,99.575,0.658,0.498,0.885,33GrxCHUcuYTUqcezk6Gw1,17
70276,Derecho Viejo,Osvaldo Pugliese,latin,relaxed,0.262,122.469,0.705,0.559,0.949,1EW9pciPvzE2Jcu3herUCe,17
70277,La Cumparsita - Remastered,Carlos Gardel,latin,sad,0.156,119.352,0.412,0.447,0.822,07AkOOrqekM9w4JQpSkUJ8,17
70278,Por Qué Canto Asi,Julio Sosa,latin,happy,0.457,121.789,0.527,0.413,0.938,3fLPfLl5FnjBzkvWEwwzFw,17
70279,Nostalgias - Remastered,Libertad Lamarque,latin,relaxed,0.163,90.269,0.504,0.323,0.979,2q7eZVI8oUOnOr6jv1Nfcq,17
70280,Ketan,Gyedu-Blay Ambolley,afrobeats,energetic,0.823,104.967,0.508,0.644,0.145,2Szjsv5SLiGyCPAraUnNvk,17
70281,Mor,WowKidz,pop,moody,0.367,180.243,0.412,0.765,0.453,4jWXXlguqZ8zhRvxOxmp9j,17
70282,Thru the Wall,Matt Large,ambient,happy,0.618,87.009,0.555,0.823,0.242,7subhSwKDLODnn5RDntPdk,17
70283,One Leg Get Back (feat. DJ Taj),"DJ LILMAN, DJ Taj",electronic,energetic,0.813,137.974,0.6,0.937,0.104,6BunoFOFJ537xcmzFVvBsz,17
70284,Autonomous,ALEX,electronic,energetic,0.993,109.983,0.599,0.645,0.0338,71ntIc5obhKGFeLWTrdQ1L,17
70285,Thirty-One Days of Rain,Despise You,metal,moody,0.662,88.118,0.267,0.331,7.89e-06,2W9DvuXtwhz6jgcIb5b0fF,17
70286,Atomic Bomb,William Onyeabor,afrobeats,happy,0.382,116.887,0.966,0.761,0.0279,5sJFoe1ln1AzL3wr5AebUo,17
70287,Volver - Remastered,Libertad Lamarque,latin,sad,0.233,120.807,0.263,0.495,0.989,4SMOfcrPRhbZenb6C4Ycn1,17
70288,Los Cosos de al Lao,Adriana Varela,latin,happy,0.458,108.143,0.547,0.49,0.704,2eKK8yecnfdNlpqmy1R7oR,17
70289,Bien Bohemio - En Vivo,Julio Sosa,latin,happy,0.636,119.611,0.871,0.509,0.897,3p7PTLBM9ZLakDzVOqH2Q4,17
70290,Hopelessly Coping - Hanami Remix,"Wilkinson, THABO, René LaVice",electronic,intense,0.719,95.003,0.114,0.547,0.272,0eh54iiUtp2CEbTJieM3Jx,17
70291,Rosas de Otoño,"Nelly Omar, Francisco Canaro Y Su Orquesta Tipica",latin,happy,0.422,100.594,0.752,0.495,0.939,6CAz0sn2HaHSpSiQ0EMkJx,17
70292,¿ Quien Es ?,La Cumbia Chicharra,afrobeats,happy,0.647,93.99,0.967,0.79,0.602,0Wm1tsC40GiduI9BgTcGDv,17
70293,Everyday,"TJ Cream, First Fire, Marko",afrobeats,energetic,0.727,93.37,0.714,0.522,0.633,2Yayy5TW88lYwaA2ILPdix,17
70294,Fever,Elikem Kofi,afrobeats,happy,0.696,107.977,0.521,0.766,0.0988,5CWqahxkgdxav7Exsx6qZ9,17
70295,El Pescador,Dos Santos,afrobeats,energetic,0.722,100.747,0.887,0.562,0.0132,2yLm7Y9foI71By8rAdYsFE,17
70296,Tout est fragile,"Lo'Jo, Vincent Ségal, Robert Wyatt",afrobeats,happy,0.57,120.104,0.808,0.66,0.473,71JFDYGUhoBkH4w4CPMlUf,17
70297,Don't Contradict,Ikebe Shakedown,afrobeats,energetic,0.961,136.005,0.942,0.776,0.53,3pbjRPcTq1UXgojOXxtkm4,17
70298,Président,"Pat Kalla, Le Super Mojo",afrobeats,energetic,0.719,132.025,0.89,0.774,0.0181,0JPGmJFun8zJ7c15Stj6Sk,17
70299,Mi Buenos Aires Querido,Osvaldo Fresedo y su Orquesta Típica,latin,moody,0.348,113.62,0.491,0.347,0.768,2TGXpyA3rK25SYUsRw3ETj,17
70300,Ciego,Francisco Canaro,latin,relaxed,0.174,119.439,0.784,0.686,0.981,0FCBm9YnSr3Du7dm5Mgo9b,17
70301,Feeling Good,"Dope Ammo, Jasmine Knight",electronic,intense,0.941,174.985,0.186,0.452,0.00134,0Gs5XAKUy91hvppcqXENrk,17
70302,Stepping Out,Eddie Neblett,afrobeats,energetic,0.705,119.898,0.815,0.75,0.198,1o4uajX6p6vKceoABwOwFP,17
70303,Tata fatiguée,Vaudou Game,afrobeats,happy,0.667,109.774,0.946,0.76,0.306,7AiUG3LelStERLJbmEBXjd,17
70304,Crystal Ammunition,Wolves In The Throne Room,metal,intense,0.945,147.11,0.0571,0.129,1.15e-05,29B8fTRTO4AhJI82oGNlUc,17
70305,Supra Karma,Samael,metal,intense,0.984,100.01,0.21,0.444,0.000188,1pxWVfrLRtj1ecdsHjwew3,17
70306,The Cage,Disfear,metal,intense,0.99,174.168,0.0745,0.0901,1.84e-06,2lD57M0GugEFIP6kKEA5GT,17
70307,Smash Divisions,disrupt,metal,intense,0.989,123.774,0.21,0.368,3.92e-05,3gfJdrBqXWNzgr5tnqkqWn,17
70308,Kalinka (DJ Edit),The Darkraver,pop,intense,0.85,154.873,0.037,0.471,0.0379,7E7xLDZURdgSuitntS3Wez,17
70309,"B'Negative - SKC, Chris.SU Remix",Black Sun Empire,electronic,intense,0.995,172.006,0.363,0.467,1.93e-05,0kO0xozb29s9X9O8YTKbdG,17
70310,Africa Irie,Chief Checker,afrobeats,happy,0.587,131.977,0.86,0.745,0.0329,0bIcfdH8VWCXcR0KNjDRF2,17
70311,Sissoko,The Shaolin Afronauts,afrobeats,happy,0.547,120.336,0.655,0.705,0.025,0dHPFpfkj1PamVC5agtPkt,17
70312,Five Points,Ikebe Shakedown,afrobeats,happy,0.678,82.041,0.83,0.511,0.0387,3soJuLHTbi96kVgbLTKyeH,17
70313,Coragem,Samuca e a Selva,afrobeats,happy,0.644,124.029,0.813,0.802,0.0866,0y5kQLkbgdCq6ezuXhaT4b,17
70314,Your Heart Turned Left (And I Was On The Right),George Jones,country,energetic,0.733,92.938,0.903,0.636,0.364,2E9FXvAhqjkamIBla8MJFT,17
70315,"The Old Piano Roll Blues - (Previously titled ""Piano Roll Blues"") see notes",Floyd Cramer,country,happy,0.653,152.758,0.921,0.713,0.95,6VvYKjGL96kwsJJbzbSeYi,17
70316,Missing You - Album Mix,"LSB, Tyler Daley, DRS",electronic,moody,0.639,174.02,0.124,0.523,0.0078,2Pqxu2bpdOtX9K8pZ07ZhO,17
70317,Shots Fired (Reloaded),"LeKtriQue, Autodidakt",electronic,intense,0.893,170.052,0.194,0.718,0.00093,7tyZJ1SU9MuwVuAJ81HY94,17
70318,BazeFaze - SPLT SCND INTERLUDE RMX 7,"DJ Ruffneck, SPLT SCND",pop,intense,0.994,75.112,0.107,0.381,0.084,2d6IXd4vE7kNp2AVAj2VDL,17
70319,Jacob's Ladder,Hatred Surge,metal,intense,0.993,94.312,0.0702,0.296,1.34e-05,4sDTT89ejzGwoYTgX7r5i6,17
70320,Reality Distortion,disrupt,metal,intense,0.958,117.545,0.325,0.278,1.21e-05,2txQDhNywyVw3BdUowS9jL,17
70321,Punish the Betrayer,Deterioration,metal,moody,0.673,126.701,0.47,0.394,0.51,0ItfhIPfW1DOetljgTGjsD,17
70322,Euro Megamix,2 Brothers On The 4th Floor,pop,energetic,0.973,133.046,0.822,0.51,0.0172,6S2OltTbUTtBa2IrOCPJPp,17
70323,J'adore Hardcore - Megastylez Edit,"Scooter, Megastylez, Rico Bass, Marquez Klamt",pop,intense,0.906,148.01,0.266,0.561,0.0131,1HFOEboCj1614whMFOHGGv,17
70324,Cosmic Interlude,LTJ Bukem,electronic,intense,0.848,111.913,0.225,0.717,0.0281,3r58AMXrlLI9EG5zkPKq7o,17
70325,Digital,"Goldie, Mixed By: Goldie & Rob Playford, Rob Playford",electronic,intense,0.842,82.743,0.362,0.72,0.0258,6CL0mDM76StdNtphwBUR1s,17
70326,Liquid Fingers - Goldie Remix,"Nasty Habits, DJ DB, Goldie",electronic,energetic,0.854,182.923,0.572,0.639,0.136,0iPadptHFBrYN4QHAj0ipH,17
70327,Tender Trap,Bacao Rhythm & Steel Band,afrobeats,energetic,0.707,94.275,0.746,0.69,0.16,6Pwk5rWWIkBgwkl62lXjBp,17
70328,Tu Mens Devant Moi,"Voilaaa, Rama Traore",afrobeats,happy,0.601,129.971,0.847,0.817,0.0685,04fpUM7YWaU5EQEohGpw4y,17
70329,Army of Hardcore - Extended Club Mix,Scooter,pop,energetic,0.927,137.994,0.834,0.521,7.35e-05,7JWdliT0hSi6euurD6Qcu1,17
70330,Sanctity Of Space III: Meteoroid,Nosferatu,pop,intense,0.991,174.082,0.172,0.327,0.000738,3a1CHf2EnxnWDeo7Ss3Hhc,17
70331,Army of Hardcore - Radio Edit,Scooter,pop,energetic,0.947,138.057,0.626,0.566,0.00144,5EEEBGVVq1B1aairbcoqtS,17
70332,Beautiful Here,Lack Of Afro,afrobeats,moody,0.675,110.865,0.442,0.833,0.0493,4fvsRG68AC7biwypJu6nUX,17
70333,Nordic Laser,Plastilina Mosh,afrobeats,intense,0.977,147.087,0.293,0.364,0.000498,1HFNvYXrTjnYzk1M4SqRc7,17
70334,Soul Saxes Meeting,Manu Dibango,afrobeats,energetic,0.826,102.809,0.731,0.636,0.461,2a4pTooehkmiD7hQ5DeyC5,17
70335,Shifting Channels,Thorns,metal,moody,0.674,112.505,0.102,0.606,0.151,1Ukudp67IGGBFRx08lxGtC,17
70336,Come the Flood,Primordial,metal,intense,0.969,101.464,0.0503,0.211,0.00014,33s79TvOucGLnJLjAX7N4b,17
70337,Hell Stays Open (All Night Long),George Jones,country,sad,0.207,84.868,0.318,0.534,0.714,3U2MKlgrAZDKW4MOrOxNtr,17
70338,Eledumare,Limoblaze,afrobeats,energetic,0.854,103.018,0.816,0.709,0.492,5gDTvqxpIAAAXLIUPYKsTM,17
70339,Awo,"Foli Griô Orquestra, Carlos Malta, Dofono de Omulu, Ekedi Nicinha",afrobeats,energetic,0.716,133.407,0.931,0.594,0.217,4K42ppHKqdf3798vUg1ult,17
70340,Enduke Pillo Ramulamma,Prasad,pop,energetic,0.808,77.694,0.916,0.668,0.154,0PeeLmooXNqBQhSAYSZKqn,17
70341,En un Feca,Adriana Varela,latin,happy,0.376,112.709,0.586,0.688,0.903,05SR2kFrTXBcMGtKXEUDgv,17
70342,Drunk With a Gun,"Nosferatu, Endymion",pop,intense,0.961,170.043,0.0434,0.48,0.0436,7E4YIdKQEhSltJyPn73Dj2,17
70343,Faster Harder Scooter - P.K.G. Phat Jam Mix [Remastered],Scooter,pop,intense,0.993,144.995,0.341,0.542,0.00158,2Vy4rAw44YHjwI0xIhpxSA,17
70344,The Question Is What Is The Question?,Scooter,pop,energetic,0.936,142.036,0.892,0.601,0.0218,7KaCgVCTJ9gtZiar7kD8LT,17
70345,Zombie Graveyard Rape Bonanza,Gorerotted,metal,intense,0.985,139.666,0.266,0.311,2.02e-05,2gmVKYuax3xbfdpivy0xpd,17
70346,We The Helpless,Extreme Noise Terror,metal,intense,0.991,106.137,0.0618,0.275,1.13e-06,3f45Dcc8cMgjvuJlUtI42j,17
70347,Grim Magnetic,Internal Rot,metal,intense,0.996,102.116,0.0394,0.214,0.00212,02XTkiiDVprCUOaCVDVS1G,17
70348,Shooting Spree,Archagathus,metal,intense,0.875,105.8,0.465,0.26,8.69e-05,3E3wH2gpi7qD8tiqcEOJl6,17
70349,Reverse Effect,Jor'dan Armstrong,afrobeats,moody,0.486,139.957,0.415,0.704,0.36,5Gmf4c1oRbQWQgZ8IB7PjU,17
70350,I Faram Gami I Faram - taken from Mulatu Steps Ahead,Mulatu Astatke,afrobeats,happy,0.593,86.564,0.741,0.538,0.871,4dKAXHyIN8xkLTl5OIL9FN,17
70351,It's What You Do,Orgone,afrobeats,energetic,0.811,109.133,0.914,0.746,0.157,1aAnuZ5RNefagXxjdmu4FI,17
70352,Chori 95,Morbo y Mambo,afrobeats,energetic,0.821,95.93,0.519,0.472,0.000143,34Qr17Bzt50nD101GsIsh8,17
70353,Blood,J Prince,afrobeats,energetic,0.902,127.968,0.836,0.85,0.13,6mmyRIjtOmYDYxaFRDByfY,17
70354,What You Want,Angeloh,afrobeats,happy,0.584,114.96,0.669,0.77,0.288,5pptzEI1LJFtNrhFDH8Vet,17
70355,Tikulafe,Zé Bigode Orquestra,afrobeats,energetic,0.77,121.956,0.643,0.641,0.0631,5w7p6ON8mq80UkYrpg88S6,17
70356,Emaciated Holy Figure,Incantation,metal,intense,0.726,86.424,0.0631,0.154,8.06e-05,7d5YihYn8oYaP9uQCWC2uG,17
70357,En snara av guld (feat. Lea Grawsiö Lindström),"Månegarm, Lea Grawsiö Lindström",metal,intense,0.776,75.023,0.169,0.441,0.00251,0z4W9IFRPeiJfcuc7nmFU0,17
70358,Tal vez será su voz,"Lidia Borda, Orquesta El Arranque",latin,sad,0.295,83.565,0.194,0.343,0.879,2n3xDZaKxi6ntTB8IdX5mZ,17
70359,Solamente Ella,"Lucio Demare, Horacio Quintana",latin,relaxed,0.177,122.297,0.523,0.559,0.978,3Dk42zmO4JdBzBmnWMeAOU,17
70360,EAR2,Vilas Monnappa,techno,happy,0.646,130.0,0.6,0.675,0.00427,4mVHP7sfPclrliL3CGSxQq,17
70361,Repetition,Logistics,electronic,moody,0.678,172.016,0.143,0.608,0.0296,5dLcRQwMP3lfaaZpldHEZV,17
70362,Eternity or Something,Free Refills,electronic,happy,0.689,137.025,0.891,0.638,0.00158,4LM77KZM8EgPn9nKk7TdT5,17
70363,Overdrive Overture,Neoslave,electronic,intense,0.929,144.97,0.368,0.508,0.00011,13D5rVUwj1AMsW9WNBZTam,17
70364,Cold Expanse,"Artificial Intelligence, Makoto",electronic,intense,0.946,174.023,0.0775,0.425,0.0516,72Br67AOUPrirJtaMoXOUk,17
70365,This Is La,Lemon D,electronic,energetic,0.896,164.92,0.604,0.573,2.09e-05,71UD8urdcHAFAkIaDhkHMq,17
70366,Promises,NERO,electronic,intense,0.943,143.93,0.347,0.484,3.77e-05,1gsbmurLH1ln5NC1ucshl9,17
70367,Larynx One Hitter,Couple Skate,metal,intense,0.894,123.917,0.163,0.339,0.117,5GroN8i6iCRctGHWTzcY54,17
70368,Dildo - Interdrive Version,Interactive,pop,energetic,0.815,136.967,0.711,0.778,0.1,6tOEW1cifF9lKmjnHPsgLm,17
70369,Expecting More From Ratty,Scooter,pop,energetic,0.974,143.013,0.605,0.654,0.0101,06qPS9C31XGitZ6kzs1qkK,17
70370,No Fate,Scooter,pop,energetic,0.936,142.018,0.62,0.58,0.0828,52V1jggQHuYBt6nTW0d5j3,17
70371,The Logical Song - Clubstar UK Mix [Remastered],Scooter,pop,energetic,0.923,140.073,0.747,0.596,0.00354,5fPHgWoK5fXQhMgx509N4W,17
70372,We Like Marihuana - DJ Paul's Forze Mix,DJ Isaac,pop,intense,0.82,177.866,0.395,0.636,0.134,5qS5OaRPGXeQKEcLPScYX8,17
70373,Hands Up,"Anime, Tha Suspect",pop,energetic,0.9,169.97,0.519,0.479,0.00184,4vR7Gnth6qTWWwU4HDBCzI,17
70374,Can't Help Myself,2 Brothers On The 4th Floor,pop,energetic,0.882,123.998,0.847,0.828,0.00124,6w3IUjsVNzvm7OqcFmAkQa,17
70375,Nessaja - Breeze Mix [Remastered],Scooter,pop,intense,0.976,169.996,0.229,0.399,4.79e-05,5gd8v3xgqXnTmj6nLrjYPF,17
70376,What the Fuck?,Promo,pop,intense,0.922,144.901,0.191,0.646,0.45,05lbaQRW9nUg0Z7vhIDgfB,17
70377,Disinformation Age,His Hero Is Gone,metal,intense,0.856,178.442,0.336,0.133,5.89e-06,5KxtwVS3jtbL5A51497yKs,17
70378,Aja,Jay Daniel,techno,moody,0.464,118.097,0.225,0.79,0.285,3rquyyzec0JKU4UbGga9rP,17
70379,External,Insult,metal,intense,0.981,95.861,0.369,0.209,8.97e-05,1jUhGlGqCa3fQAAlAA9c8x,17
70380,Porque La Quise Tanto,"Miguel Montero, Mariano Mores",latin,sad,0.171,84.685,0.421,0.359,0.924,4ePAI5YIutnOkBtYcsoBcT,17
70381,Qué Tengo Que Hacer,GAZZI,electronic,intense,0.779,130.005,0.475,0.86,0.000645,02A3eRn6nWx5NFQ8V0bzD8,17
70382,Erase Displace (feat. Pete Crane),"MORIS BLAK, Pete Crane",electronic,moody,0.681,110.005,0.111,0.649,0.00957,3ZAyhJqf0ACUFsmPwE7F6P,17
70383,Numbers - Camo & Krooked Remix,"John B, Camo & Krooked",electronic,intense,0.812,174.007,0.362,0.294,0.000102,2rKms1sVOx0Jr1q6ttywvR,17
70384,Rosa de otoño (Vals),"Nelly Omar, Francisco Canaro & His Orchestra",latin,happy,0.351,99.091,0.685,0.514,0.939,5k3J4wIjVkKzjkTBuziDRi,17
70385,Esta Noche de Luna - En Vivo,"Ariel Ardit, Orquesta Tipica",latin,moody,0.421,118.476,0.375,0.488,0.815,15pzh2n3zE4RzqXVVA8P6k,17
70386,Amargura,"Carlos Lombardi, Los Românticos De La Noche",latin,happy,0.346,55.846,0.624,0.511,0.779,4qsGmN6oYz8dhmXsWr3D42,17
70387,Eru,Abayomy Afrobeat Orquestra,afrobeats,energetic,0.906,133.283,0.84,0.565,0.0553,27C5Nl5mQgWjlFNtNiVeHc,17
70388,Grey Days,S.P.Y,electronic,intense,0.844,113.348,0.13,0.379,0.00477,2Ug1U9UQiDL0sabsvcp3kR,17
70389,Eos,Keeno,electronic,intense,0.709,116.009,0.0574,0.625,0.00496,3DTOoh0U3t1iCaeA3D3VFx,17
70390,Wildfire,Deströyer 666,metal,intense,0.993,180.015,0.0377,0.126,0.00123,1bMvYcb56PjZmxjvAxckGz,17
70391,Prodigala,Trap Them,metal,intense,0.99,154.825,0.0807,0.206,2.96e-06,4lKkmDvyYY4yGqKivZe0K0,17
70392,Wonderful Feeling - Radio Version,2 Brothers On The 4th Floor,pop,energetic,0.906,135.99,0.698,0.556,0.0387,5HzX2BV6P34l3ZKcKwDDlm,17
70393,I Was Made For Lovin' You,Scooter,pop,energetic,0.993,147.355,0.66,0.634,0.00139,6H1R1jfbADpMp8ji2MOFap,17
70394,RTC is the legacy,"Rotterdam Terror Corps, Mike Redman",pop,intense,0.941,179.978,0.134,0.483,0.0348,048Ei94cemGnPl8Cs1NxVB,17
70395,Adrenalized 2016 (feat. Lexi),"S3RL, Lexi",pop,energetic,0.978,164.936,0.693,0.571,0.00973,0Y8jeNsHyq92aaxmiXjSTg,17
70396,Stimela (Coal Train) - Black Coffee Remix,"Hugh Masekela, Black Coffee",afrobeats,energetic,0.942,123.015,0.735,0.818,0.126,5zc9sDB5u1KGA1CF8ej2gY,17
70397,Obatalá,Abayomy Afrobeat Orquestra,afrobeats,intense,0.773,93.111,0.469,0.577,0.0709,5ye2faNgoLNjbtxQfJqCys,17
70398,I AM the Demon,Speedwolf,metal,intense,0.964,180.791,0.413,0.178,7e-05,568Us2jl7Vzr1CJGN6xNwW,17
70399,2econd Skin,Moonspell,metal,intense,0.951,105.036,0.273,0.437,2.28e-05,3BxRINh4h2LAMTYJili3zD,17
70400,De Doden Hebben Het Goed,Wiegedood,metal,intense,0.979,132.731,0.0244,0.201,5.72e-05,46MkRfyd0Cjr1tkJJzjYVU,17
70401,The Power,SNAP!,techno,energetic,0.729,108.896,0.537,0.752,0.0849,3P5dVXm98CgVuEpcW2HsUk,17
70402,Physically,Mefjus,electronic,intense,0.988,172.088,0.114,0.468,0.105,6f3CoYdeGodbrHfa2Rj23u,17
70403,I Wonder - Whiney Remix,"Keeno, Ellie Madison, Whiney",electronic,intense,0.88,86.518,0.14,0.606,0.0047,212lB4YXq6BmFGIUwTgE8j,17
70404,So Hatred,Soilent Green,metal,intense,0.958,101.419,0.271,0.279,0.000256,0cMzErxChfI5jTa8wgSkDo,17
70405,Story Time,Sex Prisoner,metal,intense,0.965,84.293,0.276,0.302,8.51e-06,0Mg4vgYvWlyyxXoa6pDQeU,17
70406,War Is Horrendous,Sore Throat,metal,intense,0.962,90.709,0.0908,0.12,6.08e-05,0489C8AQ7sbk4hnXW1mOEO,17
70407,Bodily Dismemberment,Repulsion,metal,intense,0.996,97.346,0.146,0.221,1.01e-06,624JyqLawVg72WgoffHLy0,17
70408,恋と愛のその間には,NMB48,pop,energetic,0.948,132.979,0.807,0.582,0.0226,32gpJqHwc4Danix8sOXFv5,17
70409,Which one/吉田朱里 太田夢莉 渋谷凪咲 村瀬紗英 植村梓,NMB48,pop,energetic,0.786,130.866,0.61,0.661,0.0548,2YBqysDEhbZclwlmjFIJie,17
70410,Riders Of The Apocalypse,1349,metal,intense,0.993,147.591,0.236,0.163,5.84e-05,5C6oM7CRpTXJTnG0iQvXuj,17
70411,Nebular Ravens Winter,Immortal,metal,intense,0.899,138.602,0.109,0.146,2.27e-06,6EyVBl1En0H0KOQVMiwozq,17
70412,As One,"Keeno, Pat Fulgoni",electronic,intense,0.907,175.021,0.0389,0.452,0.00274,4HImhaThbCBErskKxKGOCV,17
70413,Step By Step,"Keeno, Phase",electronic,intense,0.952,172.997,0.053,0.388,0.000113,07D7NtYdHj1qxgI8l0jhrZ,17
70414,Hunters Not Horned,Sigh,metal,intense,0.751,87.496,0.185,0.202,0.00165,6wJ1NA0Ay3YTeljg9nQnDB,17
70415,In Streams from Great Mysteries,Vargrav,metal,intense,0.871,82.308,0.0359,0.124,1.65e-05,430b2oO6J44m39VBLKE2De,17
70416,Veneration of the Lunar Orb,Sulphur Aeon,metal,intense,0.971,95.046,0.059,0.377,1.71e-06,6dM0aNxWa214W30fGtJpik,17
70417,Mundaripoo,"Franco, Amritha Suresh, Naveen",pop,happy,0.64,74.984,0.775,0.742,0.318,2iwYUIE8O8YgJ9ESx2QWlJ,17
70418,Lilith Mater Inferorum,Theatres Des Vampires,metal,intense,0.723,149.799,0.195,0.413,0.000265,16kr19DhH7WAPmHsYw46tI,17
70419,Phobic Shadows and Moonlit Meadows,Carach Angren,metal,intense,0.942,151.757,0.152,0.199,1.36e-05,2QW96nCbErC7LypG6k7Yv1,17
70420,Sado Messiah,Belphegor,metal,intense,0.924,123.909,0.0305,0.341,1.06e-06,4z2GRuRAPbN7mhuz6eH0DY,17
70421,Diastric Alchemy,Rotting Christ,metal,intense,0.9,137.493,0.417,0.283,0.00138,4FyyPz7aB3NGy4MHehD662,17
70422,Voice of Shadows,Satyricon,metal,moody,0.392,107.727,0.323,0.2,0.0088,0PW8pgB8zsBiAg3gMWzUDJ,17
70423,Villvandre,Khold,metal,intense,0.876,114.06,0.346,0.434,1.04e-06,4pMmiFQnghs6ZrzUOU38l2,17
70424,The Rest,Mysticum,metal,intense,0.938,165.145,0.11,0.287,2.06e-06,2xkvHKRX4CVg1Pr0sK7mwH,17
70425,Ten Miles High,Rotting Christ,metal,intense,0.793,130.118,0.308,0.503,4.9e-05,6yWGoBDA5i9kvQYC7bi3aK,17
70426,Celestite Mirror,Wolves In The Throne Room,metal,moody,0.4,74.465,0.0381,0.0668,0.14,1LvRXEnBDojSXeU78M9iAt,17
70427,Hand of Doom,"Brownout, Brown Sabbath, Alex Maas",afrobeats,moody,0.543,146.446,0.377,0.379,0.0418,7iX4C1EgJgtt5ocP5IRrMt,17
70428,I Love Music - Remastered,Lafayette Afro Rock Band,afrobeats,energetic,0.851,132.212,0.73,0.512,0.000473,5YSYkE4AD6KBL7mz5qKuFc,17
70429,It Came Over Me,The Poets Of Rhythm,afrobeats,happy,0.393,60.587,0.533,0.438,0.41,4MTlCpVmNYut1jee7533pS,17
